Logger: #E50A33 'PT1000TEMP' - USP_EXP2 - (CGI) Expander for GP5W - (V2.60, Mai 12 2013),,
No,Time,#1:oC,#HK-Bat:V
2244,03.07.2015 00:00:00,16.0101,
2245,03.07.2015 00:20:00,16.0708,
2246,03.07.2015 00:40:00,16.1223,
2247,03.07.2015 01:00:00,16.1765,
2248,03.07.2015 01:20:00,16.2243,
2249,03.07.2015 01:40:00,16.2687,
2250,03.07.2015 02:00:00,16.312,
2251,03.07.2015 02:20:00,16.3519,
2252,03.07.2015 02:40:00,16.39,
2253,03.07.2015 03:00:00,16.4228,
2254,03.07.2015 03:20:00,16.4491,
2255,03.07.2015 03:40:00,16.4607,
2256,03.07.2015 04:00:00,16.4698,
2257,03.07.2015 04:20:00,16.4633,
2258,03.07.2015 04:40:00,16.4542,
2259,03.07.2015 05:00:00,16.4313,3.625
2260,03.07.2015 05:20:00,16.4069,
2261,03.07.2015 05:40:00,16.3604,
2262,03.07.2015 06:00:00,16.3225,
2263,03.07.2015 06:20:00,16.2737,
2264,03.07.2015 06:40:00,16.2292,
2265,03.07.2015 07:00:00,16.1742,
2266,03.07.2015 07:20:00,16.1209,
2267,03.07.2015 07:40:00,16.0666,
2268,03.07.2015 08:00:00,15.9994,
2269,03.07.2015 08:20:00,15.9418,
2270,03.07.2015 08:40:00,15.8672,
2271,03.07.2015 09:00:00,15.7942,
2272,03.07.2015 09:20:00,15.7212,
2273,03.07.2015 09:40:00,15.6576,
2274,03.07.2015 10:00:00,15.6025,
2275,03.07.2015 10:20:00,15.5215,
2276,03.07.2015 10:40:00,15.4463,
2277,03.07.2015 11:00:00,15.3759,
2278,03.07.2015 11:20:00,15.3039,
2279,03.07.2015 11:40:00,15.2318,
2280,03.07.2015 12:00:00,15.1611,
2281,03.07.2015 12:20:00,15.099,
2282,03.07.2015 12:40:00,15.0281,
2283,03.07.2015 13:00:00,14.9683,3.618
2284,03.07.2015 13:20:00,14.9268,
2285,03.07.2015 13:40:00,14.873,
2286,03.07.2015 14:00:00,14.8243,
2287,03.07.2015 14:20:00,14.7875,
2288,03.07.2015 14:40:00,14.7501,
2289,03.07.2015 15:00:00,14.7184,
2290,03.07.2015 15:20:00,14.6864,
2291,03.07.2015 15:40:00,14.659,
2292,03.07.2015 16:00:00,14.6287,
2293,03.07.2015 16:20:00,14.6199,
2294,03.07.2015 16:40:00,14.6077,
2295,03.07.2015 17:00:00,14.5991,
2296,03.07.2015 17:20:00,14.6018,
2297,03.07.2015 17:40:00,14.6083,
2298,03.07.2015 18:00:00,14.6244,
2299,03.07.2015 18:20:00,14.6482,
2300,03.07.2015 18:40:00,14.6743,
2301,03.07.2015 19:00:00,14.7184,
2302,03.07.2015 19:20:00,14.7591,
2303,03.07.2015 19:40:00,14.8083,
2304,03.07.2015 20:00:00,14.8516,
2305,03.07.2015 20:20:00,14.9318,
2306,03.07.2015 20:40:00,14.9887,
2307,03.07.2015 21:00:00,15.0662,3.614
2308,03.07.2015 21:20:00,15.147,
2309,03.07.2015 21:40:00,15.2403,
2310,03.07.2015 22:00:00,15.3279,
2311,03.07.2015 22:20:00,15.4233,
2312,03.07.2015 22:40:00,15.5083,
2313,03.07.2015 23:00:00,15.6048,
2314,03.07.2015 23:20:00,15.6885,
2315,03.07.2015 23:40:00,15.7666,
2316,04.07.2015 00:00:00,15.8628,
2317,04.07.2015 00:20:00,15.9613,
2318,04.07.2015 00:40:00,16.0279,
2319,04.07.2015 01:00:00,16.1066,
2320,04.07.2015 01:20:00,16.1754,
2321,04.07.2015 01:40:00,16.2334,
2322,04.07.2015 02:00:00,16.2951,
2323,04.07.2015 02:20:00,16.3518,
2324,04.07.2015 02:40:00,16.3939,
2325,04.07.2015 03:00:00,16.4495,
2326,04.07.2015 03:20:00,16.4884,
2327,04.07.2015 03:40:00,16.5145,
2328,04.07.2015 04:00:00,16.5457,
2329,04.07.2015 04:20:00,16.5663,
2330,04.07.2015 04:40:00,16.5741,
2331,04.07.2015 05:00:00,16.5765,3.625
2332,04.07.2015 05:20:00,16.5593,
2333,04.07.2015 05:40:00,16.5262,
2334,04.07.2015 06:00:00,16.4949,
2335,04.07.2015 06:20:00,16.4525,
2336,04.07.2015 06:40:00,16.4155,
2337,04.07.2015 07:00:00,16.3594,
2338,04.07.2015 07:20:00,16.306,
2339,04.07.2015 07:40:00,16.2553,
2340,04.07.2015 08:00:00,16.1996,
2341,04.07.2015 08:20:00,16.1395,
2342,04.07.2015 08:40:00,16.0771,
2343,04.07.2015 09:00:00,16.0166,
2344,04.07.2015 09:20:00,15.9532,
2345,04.07.2015 09:40:00,15.882,
2346,04.07.2015 10:00:00,15.8134,
2347,04.07.2015 10:20:00,15.7406,
2348,04.07.2015 10:40:00,15.6704,
2349,04.07.2015 11:00:00,15.6115,
2350,04.07.2015 11:20:00,15.538,
2351,04.07.2015 11:40:00,15.4674,
2352,04.07.2015 12:00:00,15.4011,
2353,04.07.2015 12:20:00,15.3444,
2354,04.07.2015 12:40:00,15.2967,
2355,04.07.2015 13:00:00,15.2537,3.616
2356,04.07.2015 13:20:00,15.1978,
2357,04.07.2015 13:40:00,15.1573,
2358,04.07.2015 14:00:00,15.1109,
2359,04.07.2015 14:20:00,15.0671,
2360,04.07.2015 14:40:00,15.0164,
2361,04.07.2015 15:00:00,14.9859,
2362,04.07.2015 15:20:00,14.9533,
2363,04.07.2015 15:40:00,14.9078,
2364,04.07.2015 16:00:00,14.8935,
2365,04.07.2015 16:20:00,14.8691,
2366,04.07.2015 16:40:00,14.8692,
2367,04.07.2015 17:00:00,14.8612,
2368,04.07.2015 17:20:00,14.8537,
2369,04.07.2015 17:40:00,14.8704,
2370,04.07.2015 18:00:00,14.8831,
2371,04.07.2015 18:20:00,14.9031,
2372,04.07.2015 18:40:00,14.9495,
2373,04.07.2015 19:00:00,14.9703,
2374,04.07.2015 19:20:00,15.0358,
2375,04.07.2015 19:40:00,15.0807,
2376,04.07.2015 20:00:00,15.1427,
2377,04.07.2015 20:20:00,15.2154,
2378,04.07.2015 20:40:00,15.3004,
2379,04.07.2015 21:00:00,15.3753,3.615
2380,04.07.2015 21:20:00,15.4589,
2381,04.07.2015 21:40:00,15.5593,
2382,04.07.2015 22:00:00,15.6387,
2383,04.07.2015 22:20:00,15.732,
2384,04.07.2015 22:40:00,15.8378,
2385,04.07.2015 23:00:00,15.9404,
2386,04.07.2015 23:20:00,16.0559,
2387,04.07.2015 23:40:00,16.1588,
2388,05.07.2015 00:00:00,16.2734,
2389,05.07.2015 00:20:00,16.3799,
2390,05.07.2015 00:40:00,16.4841,
2391,05.07.2015 01:00:00,16.6084,
2392,05.07.2015 01:20:00,16.7176,
2393,05.07.2015 01:40:00,16.8165,
2394,05.07.2015 02:00:00,16.9311,
2395,05.07.2015 02:20:00,17.0365,
2396,05.07.2015 02:40:00,17.1411,
2397,05.07.2015 03:00:00,17.2389,
2398,05.07.2015 03:20:00,17.3497,
2399,05.07.2015 03:40:00,17.4473,
2400,05.07.2015 04:00:00,17.5315,
2401,05.07.2015 04:20:00,17.6157,
2402,05.07.2015 04:40:00,17.6695,
2403,05.07.2015 05:00:00,17.7192,3.627
2404,05.07.2015 05:20:00,17.7417,
2405,05.07.2015 05:40:00,17.749,
2406,05.07.2015 06:00:00,17.7443,
2407,05.07.2015 06:20:00,17.7121,
2408,05.07.2015 06:40:00,17.6536,
2409,05.07.2015 07:00:00,17.5783,
2410,05.07.2015 07:20:00,17.483,
2411,05.07.2015 07:40:00,17.4068,
2412,05.07.2015 08:00:00,17.3362,
2413,05.07.2015 08:20:00,17.2481,
2414,05.07.2015 08:40:00,17.1528,
2415,05.07.2015 09:00:00,17.0671,
2416,05.07.2015 09:20:00,16.9782,
2417,05.07.2015 09:40:00,16.895,
2418,05.07.2015 10:00:00,16.8039,
2419,05.07.2015 10:20:00,16.7121,
2420,05.07.2015 10:40:00,16.6374,
2421,05.07.2015 11:00:00,16.5414,
2422,05.07.2015 11:20:00,16.4556,
2423,05.07.2015 11:40:00,16.3703,
2424,05.07.2015 12:00:00,16.2939,
2425,05.07.2015 12:20:00,16.2096,
2426,05.07.2015 12:40:00,16.1321,
2427,05.07.2015 13:00:00,16.0714,3.622
2428,05.07.2015 13:20:00,16.0132,
2429,05.07.2015 13:40:00,15.9543,
2430,05.07.2015 14:00:00,15.904,
2431,05.07.2015 14:20:00,15.8688,
2432,05.07.2015 14:40:00,15.835,
2433,05.07.2015 15:00:00,15.7968,
2434,05.07.2015 15:20:00,15.7683,
2435,05.07.2015 15:40:00,15.7457,
2436,05.07.2015 16:00:00,15.7264,
2437,05.07.2015 16:20:00,15.7172,
2438,05.07.2015 16:40:00,15.7044,
2439,05.07.2015 17:00:00,15.6839,
2440,05.07.2015 17:20:00,15.6751,
2441,05.07.2015 17:40:00,15.6614,
2442,05.07.2015 18:00:00,15.6513,
2443,05.07.2015 18:20:00,15.651,
2444,05.07.2015 18:40:00,15.6715,
2445,05.07.2015 19:00:00,15.6848,
2446,05.07.2015 19:20:00,15.7018,
2447,05.07.2015 19:40:00,15.7247,
2448,05.07.2015 20:00:00,15.738,
2449,05.07.2015 20:20:00,15.7639,
2450,05.07.2015 20:40:00,15.7699,
2451,05.07.2015 21:00:00,15.7866,3.618
2452,05.07.2015 21:20:00,15.8201,
2453,05.07.2015 21:40:00,15.8379,
2454,05.07.2015 22:00:00,15.8644,
2455,05.07.2015 22:20:00,15.8918,
2456,05.07.2015 22:40:00,15.9187,
2457,05.07.2015 23:00:00,15.9476,
2458,05.07.2015 23:20:00,15.9976,
2459,05.07.2015 23:40:00,16.0347,
2460,06.07.2015 00:00:00,16.0821,
2461,06.07.2015 00:20:00,16.1331,
2462,06.07.2015 00:40:00,16.1779,
2463,06.07.2015 01:00:00,16.2113,
2464,06.07.2015 01:20:00,16.2345,
2465,06.07.2015 01:40:00,16.2692,
2466,06.07.2015 02:00:00,16.2812,
2467,06.07.2015 02:20:00,16.2877,
2468,06.07.2015 02:40:00,16.2957,
2469,06.07.2015 03:00:00,16.2895,
2470,06.07.2015 03:20:00,16.273,
2471,06.07.2015 03:40:00,16.2494,
2472,06.07.2015 04:00:00,16.2196,
2473,06.07.2015 04:20:00,16.1846,
2474,06.07.2015 04:40:00,16.1313,
2475,06.07.2015 05:00:00,16.0881,3.619
2476,06.07.2015 05:20:00,16.0483,
2477,06.07.2015 05:40:00,15.9807,
2478,06.07.2015 06:00:00,15.9272,
2479,06.07.2015 06:20:00,15.88,
2480,06.07.2015 06:40:00,15.8207,
2481,06.07.2015 07:00:00,15.7613,
2482,06.07.2015 07:20:00,15.6877,
2483,06.07.2015 07:40:00,15.6287,
2484,06.07.2015 08:00:00,15.5935,
2485,06.07.2015 08:20:00,15.5366,
2486,06.07.2015 08:40:00,15.4808,
2487,06.07.2015 09:00:00,15.4209,
2488,06.07.2015 09:20:00,15.3649,
2489,06.07.2015 09:40:00,15.305,
2490,06.07.2015 10:00:00,15.2518,
2491,06.07.2015 10:20:00,15.1724,
2492,06.07.2015 10:40:00,15.0998,
2493,06.07.2015 11:00:00,15.0392,
2494,06.07.2015 11:20:00,14.9728,
2495,06.07.2015 11:40:00,14.9097,
2496,06.07.2015 12:00:00,14.8439,
2497,06.07.2015 12:20:00,14.7841,
2498,06.07.2015 12:40:00,14.7273,
2499,06.07.2015 13:00:00,14.6741,3.612
2500,06.07.2015 13:20:00,14.6057,
2501,06.07.2015 13:40:00,14.5451,
2502,06.07.2015 14:00:00,14.4842,
2503,06.07.2015 14:20:00,14.4326,
2504,06.07.2015 14:40:00,14.3449,
2505,06.07.2015 15:00:00,14.2886,
2506,06.07.2015 15:20:00,14.2307,
2507,06.07.2015 15:40:00,14.1746,
2508,06.07.2015 16:00:00,14.1107,
2509,06.07.2015 16:20:00,14.0543,
2510,06.07.2015 16:40:00,13.9977,
2511,06.07.2015 17:00:00,13.9455,
2512,06.07.2015 17:20:00,13.8956,
2513,06.07.2015 17:40:00,13.853,
2514,06.07.2015 18:00:00,13.8116,
2515,06.07.2015 18:20:00,13.7718,
2516,06.07.2015 18:40:00,13.736,
2517,06.07.2015 19:00:00,13.6966,
2518,06.07.2015 19:20:00,13.6586,
2519,06.07.2015 19:40:00,13.6325,
2520,06.07.2015 20:00:00,13.6044,
2521,06.07.2015 20:20:00,13.5848,
2522,06.07.2015 20:40:00,13.5606,
2523,06.07.2015 21:00:00,13.5328,3.603
2524,06.07.2015 21:20:00,13.517,
2525,06.07.2015 21:40:00,13.5094,
2526,06.07.2015 22:00:00,13.4966,
2527,06.07.2015 22:20:00,13.4859,
2528,06.07.2015 22:40:00,13.4815,
2529,06.07.2015 23:00:00,13.4688,
2530,06.07.2015 23:20:00,13.4615,
2531,06.07.2015 23:40:00,13.4597,
2532,07.07.2015 00:00:00,13.4562,
2533,07.07.2015 00:20:00,13.4487,
2534,07.07.2015 00:40:00,13.4427,
2535,07.07.2015 01:00:00,13.4301,
2536,07.07.2015 01:20:00,13.433,
2537,07.07.2015 01:40:00,13.4237,
2538,07.07.2015 02:00:00,13.4262,
2539,07.07.2015 02:20:00,13.4134,
2540,07.07.2015 02:40:00,13.3971,
2541,07.07.2015 03:00:00,13.3773,
2542,07.07.2015 03:20:00,13.3609,
2543,07.07.2015 03:40:00,13.3529,
2544,07.07.2015 04:00:00,13.3429,
2545,07.07.2015 04:20:00,13.3206,
2546,07.07.2015 04:40:00,13.3016,
2547,07.07.2015 05:00:00,13.2978,3.597
2548,07.07.2015 05:20:00,13.2693,
2549,07.07.2015 05:40:00,13.2644,
2550,07.07.2015 06:00:00,13.2517,
2551,07.07.2015 06:20:00,13.2372,
2552,07.07.2015 06:40:00,13.2246,
2553,07.07.2015 07:00:00,13.2177,
2554,07.07.2015 07:20:00,13.2179,
2555,07.07.2015 07:40:00,13.2175,
2556,07.07.2015 08:00:00,13.2155,
2557,07.07.2015 08:20:00,13.2167,
2558,07.07.2015 08:40:00,13.2237,
2559,07.07.2015 09:00:00,13.2334,
2560,07.07.2015 09:20:00,13.2512,
2561,07.07.2015 09:40:00,13.2523,
2562,07.07.2015 10:00:00,13.2571,
2563,07.07.2015 10:20:00,13.2379,
2564,07.07.2015 10:40:00,13.2405,
2565,07.07.2015 11:00:00,13.2413,
2566,07.07.2015 11:20:00,13.2426,
2567,07.07.2015 11:40:00,13.2268,
2568,07.07.2015 12:00:00,13.2074,
2569,07.07.2015 12:20:00,13.1893,
2570,07.07.2015 12:40:00,13.1668,
2571,07.07.2015 13:00:00,13.1483,3.597
2572,07.07.2015 13:20:00,13.1396,
2573,07.07.2015 13:40:00,13.1193,
2574,07.07.2015 14:00:00,13.1054,
2575,07.07.2015 14:20:00,13.0953,
2576,07.07.2015 14:40:00,13.0851,
2577,07.07.2015 15:00:00,13.0702,
2578,07.07.2015 15:20:00,13.0546,
2579,07.07.2015 15:40:00,13.0582,
2580,07.07.2015 16:00:00,13.0558,
2581,07.07.2015 16:20:00,13.0529,
2582,07.07.2015 16:40:00,13.057,
2583,07.07.2015 17:00:00,13.0667,
2584,07.07.2015 17:20:00,13.0731,
2585,07.07.2015 17:40:00,13.0777,
2586,07.07.2015 18:00:00,13.0765,
2587,07.07.2015 18:20:00,13.0818,
2588,07.07.2015 18:40:00,13.0934,
2589,07.07.2015 19:00:00,13.1086,
2590,07.07.2015 19:20:00,13.1024,
2591,07.07.2015 19:40:00,13.1141,
2592,07.07.2015 20:00:00,13.1229,
2593,07.07.2015 20:20:00,13.1322,
2594,07.07.2015 20:40:00,13.1366,
2595,07.07.2015 21:00:00,13.1285,3.596
2596,07.07.2015 21:20:00,13.1414,
2597,07.07.2015 21:40:00,13.1531,
2598,07.07.2015 22:00:00,13.1728,
2599,07.07.2015 22:20:00,13.1901,
2600,07.07.2015 22:40:00,13.2018,
2601,07.07.2015 23:00:00,13.2175,
2602,07.07.2015 23:20:00,13.2364,
2603,07.07.2015 23:40:00,13.2578,
2604,08.07.2015 00:00:00,13.2775,
2605,08.07.2015 00:20:00,13.3042,
2606,08.07.2015 00:40:00,13.3412,
2607,08.07.2015 01:00:00,13.3613,
2608,08.07.2015 01:20:00,13.4016,
2609,08.07.2015 01:40:00,13.4441,
2610,08.07.2015 02:00:00,13.4765,
2611,08.07.2015 02:20:00,13.5292,
2612,08.07.2015 02:40:00,13.575,
2613,08.07.2015 03:00:00,13.613,
2614,08.07.2015 03:20:00,13.6552,
2615,08.07.2015 03:40:00,13.6966,
2616,08.07.2015 04:00:00,13.7325,
2617,08.07.2015 04:20:00,13.7593,
2618,08.07.2015 04:40:00,13.7895,
2619,08.07.2015 05:00:00,13.8082,3.599
2620,08.07.2015 05:20:00,13.8355,
2621,08.07.2015 05:40:00,13.8579,
2622,08.07.2015 06:00:00,13.8652,
2623,08.07.2015 06:20:00,13.8761,
2624,08.07.2015 06:40:00,13.884,
2625,08.07.2015 07:00:00,13.8876,
2626,08.07.2015 07:20:00,13.8873,
2627,08.07.2015 07:40:00,13.8939,
2628,08.07.2015 08:00:00,13.8975,
2629,08.07.2015 08:20:00,13.905,
2630,08.07.2015 08:40:00,13.9036,
2631,08.07.2015 09:00:00,13.9167,
2632,08.07.2015 09:20:00,13.9195,
2633,08.07.2015 09:40:00,13.9182,
2634,08.07.2015 10:00:00,13.9162,
2635,08.07.2015 10:20:00,13.9183,
2636,08.07.2015 10:40:00,13.9175,
2637,08.07.2015 11:00:00,13.9213,
2638,08.07.2015 11:20:00,13.922,
2639,08.07.2015 11:40:00,13.9262,
2640,08.07.2015 12:00:00,13.92,
2641,08.07.2015 12:20:00,13.9273,
2642,08.07.2015 12:40:00,13.9282,
2643,08.07.2015 13:00:00,13.9196,3.599
2644,08.07.2015 13:20:00,13.9216,
2645,08.07.2015 13:40:00,13.9125,
2646,08.07.2015 14:00:00,13.9065,
2647,08.07.2015 14:20:00,13.8986,
2648,08.07.2015 14:40:00,13.8829,
2649,08.07.2015 15:00:00,13.8733,
2650,08.07.2015 15:20:00,13.8606,
2651,08.07.2015 15:40:00,13.8521,
2652,08.07.2015 16:00:00,13.8494,
2653,08.07.2015 16:20:00,13.8401,
2654,08.07.2015 16:40:00,13.8342,
2655,08.07.2015 17:00:00,13.8272,
2656,08.07.2015 17:20:00,13.8307,
2657,08.07.2015 17:40:00,13.8352,
2658,08.07.2015 18:00:00,13.8394,
2659,08.07.2015 18:20:00,13.8424,
2660,08.07.2015 18:40:00,13.8417,
2661,08.07.2015 19:00:00,13.8496,
2662,08.07.2015 19:20:00,13.8625,
2663,08.07.2015 19:40:00,13.8606,
2664,08.07.2015 20:00:00,13.8686,
2665,08.07.2015 20:20:00,13.8701,
2666,08.07.2015 20:40:00,13.8888,
2667,08.07.2015 21:00:00,13.9313,3.597
2668,08.07.2015 21:20:00,14.0102,
2669,08.07.2015 21:40:00,14.1346,
2670,08.07.2015 22:00:00,14.2549,
2671,08.07.2015 22:20:00,14.4245,
2672,08.07.2015 22:40:00,14.5733,
2673,08.07.2015 23:00:00,14.7202,
2674,08.07.2015 23:20:00,14.8553,
2675,08.07.2015 23:40:00,15.0221,
2676,09.07.2015 00:00:00,15.1729,
2677,09.07.2015 00:20:00,15.315,
2678,09.07.2015 00:40:00,15.4727,
2679,09.07.2015 01:00:00,15.605,
2680,09.07.2015 01:20:00,15.7345,
2681,09.07.2015 01:40:00,15.8547,
2682,09.07.2015 02:00:00,15.9655,
2683,09.07.2015 02:20:00,16.0599,
2684,09.07.2015 02:40:00,16.136,
2685,09.07.2015 03:00:00,16.1886,
2686,09.07.2015 03:20:00,16.2389,
2687,09.07.2015 03:40:00,16.2827,
2688,09.07.2015 04:00:00,16.3132,
2689,09.07.2015 04:20:00,16.354,
2690,09.07.2015 04:40:00,16.3857,
2691,09.07.2015 05:00:00,16.4229,3.614
2692,09.07.2015 05:20:00,16.4401,
2693,09.07.2015 05:40:00,16.462,
2694,09.07.2015 06:00:00,16.4755,
2695,09.07.2015 06:20:00,16.4842,
2696,09.07.2015 06:40:00,16.4882,
2697,09.07.2015 07:00:00,16.4829,
2698,09.07.2015 07:20:00,16.4573,
2699,09.07.2015 07:40:00,16.4039,
2700,09.07.2015 08:00:00,16.3372,
2701,09.07.2015 08:20:00,16.247,
2702,09.07.2015 08:40:00,16.1352,
2703,09.07.2015 09:00:00,16.0248,
2704,09.07.2015 09:20:00,15.9167,
2705,09.07.2015 09:40:00,15.7908,
2706,09.07.2015 10:00:00,15.6777,
2707,09.07.2015 10:20:00,15.5843,
2708,09.07.2015 10:40:00,15.4709,
2709,09.07.2015 11:00:00,15.3755,
2710,09.07.2015 11:20:00,15.2614,
2711,09.07.2015 11:40:00,15.1531,
2712,09.07.2015 12:00:00,15.0391,
2713,09.07.2015 12:20:00,14.9304,
2714,09.07.2015 12:40:00,14.8267,
2715,09.07.2015 13:00:00,14.7344,3.607
2716,09.07.2015 13:20:00,14.6339,
2717,09.07.2015 13:40:00,14.5327,
2718,09.07.2015 14:00:00,14.4556,
2719,09.07.2015 14:20:00,14.3728,
2720,09.07.2015 14:40:00,14.283,
2721,09.07.2015 15:00:00,14.2122,
2722,09.07.2015 15:20:00,14.1546,
2723,09.07.2015 15:40:00,14.0888,
2724,09.07.2015 16:00:00,14.0156,
2725,09.07.2015 16:20:00,13.918,
2726,09.07.2015 16:40:00,13.8324,
2727,09.07.2015 17:00:00,13.713,
2728,09.07.2015 17:20:00,13.6116,
2729,09.07.2015 17:40:00,13.4961,
2730,09.07.2015 18:00:00,13.3818,
2731,09.07.2015 18:20:00,13.2884,
2732,09.07.2015 18:40:00,13.1658,
2733,09.07.2015 19:00:00,13.0747,
2734,09.07.2015 19:20:00,12.9908,
2735,09.07.2015 19:40:00,12.8992,
2736,09.07.2015 20:00:00,12.826,
2737,09.07.2015 20:20:00,12.7665,
2738,09.07.2015 20:40:00,12.7211,
2739,09.07.2015 21:00:00,12.6796,3.592
2740,09.07.2015 21:20:00,12.6301,
2741,09.07.2015 21:40:00,12.585,
2742,09.07.2015 22:00:00,12.562,
2743,09.07.2015 22:20:00,12.5498,
2744,09.07.2015 22:40:00,12.5397,
2745,09.07.2015 23:00:00,12.5444,
2746,09.07.2015 23:20:00,12.5528,
2747,09.07.2015 23:40:00,12.5675,
2748,10.07.2015 00:00:00,12.5773,
2749,10.07.2015 00:20:00,12.5968,
2750,10.07.2015 00:40:00,12.6251,
2751,10.07.2015 01:00:00,12.6829,
2752,10.07.2015 01:20:00,12.7387,
2753,10.07.2015 01:40:00,12.8171,
2754,10.07.2015 02:00:00,12.9046,
2755,10.07.2015 02:20:00,12.9925,
2756,10.07.2015 02:40:00,13.075,
2757,10.07.2015 03:00:00,13.1488,
2758,10.07.2015 03:20:00,13.2065,
2759,10.07.2015 03:40:00,13.2622,
2760,10.07.2015 04:00:00,13.2973,
2761,10.07.2015 04:20:00,13.3254,
2762,10.07.2015 04:40:00,13.3427,
2763,10.07.2015 05:00:00,13.3464,3.593
2764,10.07.2015 05:20:00,13.3405,
2765,10.07.2015 05:40:00,13.3185,
2766,10.07.2015 06:00:00,13.3076,
2767,10.07.2015 06:20:00,13.2801,
2768,10.07.2015 06:40:00,13.2305,
2769,10.07.2015 07:00:00,13.174,
2770,10.07.2015 07:20:00,13.1256,
2771,10.07.2015 07:40:00,13.0664,
2772,10.07.2015 08:00:00,13.0035,
2773,10.07.2015 08:20:00,12.9459,
2774,10.07.2015 08:40:00,12.868,
2775,10.07.2015 09:00:00,12.8028,
2776,10.07.2015 09:20:00,12.7313,
2777,10.07.2015 09:40:00,12.6772,
2778,10.07.2015 10:00:00,12.6063,
2779,10.07.2015 10:20:00,12.5328,
2780,10.07.2015 10:40:00,12.4744,
2781,10.07.2015 11:00:00,12.4152,
2782,10.07.2015 11:20:00,12.3564,
2783,10.07.2015 11:40:00,12.2941,
2784,10.07.2015 12:00:00,12.2374,
2785,10.07.2015 12:20:00,12.1816,
2786,10.07.2015 12:40:00,12.1256,
2787,10.07.2015 13:00:00,12.0728,3.587
2788,10.07.2015 13:20:00,12.0002,
2789,10.07.2015 13:40:00,11.9413,
2790,10.07.2015 14:00:00,11.8812,
2791,10.07.2015 14:20:00,11.8178,
2792,10.07.2015 14:40:00,11.7289,
2793,10.07.2015 15:00:00,11.6416,
2794,10.07.2015 15:20:00,11.5506,
2795,10.07.2015 15:40:00,11.465,
2796,10.07.2015 16:00:00,11.3886,
2797,10.07.2015 16:20:00,11.3353,
2798,10.07.2015 16:40:00,11.3085,
2799,10.07.2015 17:00:00,11.314,
2800,10.07.2015 17:20:00,11.3499,
2801,10.07.2015 17:40:00,11.4057,
2802,10.07.2015 18:00:00,11.4897,
2803,10.07.2015 18:20:00,11.5626,
2804,10.07.2015 18:40:00,11.6501,
2805,10.07.2015 19:00:00,11.713,
2806,10.07.2015 19:20:00,11.7515,
2807,10.07.2015 19:40:00,11.8124,
2808,10.07.2015 20:00:00,11.8654,
2809,10.07.2015 20:20:00,11.9491,
2810,10.07.2015 20:40:00,12.0714,
2811,10.07.2015 21:00:00,12.1973,3.584
2812,10.07.2015 21:20:00,12.3327,
2813,10.07.2015 21:40:00,12.4624,
2814,10.07.2015 22:00:00,12.6062,
2815,10.07.2015 22:20:00,12.7499,
2816,10.07.2015 22:40:00,12.9036,
2817,10.07.2015 23:00:00,13.0544,
2818,10.07.2015 23:20:00,13.1958,
2819,10.07.2015 23:40:00,13.3377,
2820,11.07.2015 00:00:00,13.4776,
2821,11.07.2015 00:20:00,13.6287,
2822,11.07.2015 00:40:00,13.7723,
2823,11.07.2015 01:00:00,13.9077,
2824,11.07.2015 01:20:00,14.0441,
2825,11.07.2015 01:40:00,14.1663,
2826,11.07.2015 02:00:00,14.2896,
2827,11.07.2015 02:20:00,14.4354,
2828,11.07.2015 02:40:00,14.5505,
2829,11.07.2015 03:00:00,14.6773,
2830,11.07.2015 03:20:00,14.7907,
2831,11.07.2015 03:40:00,14.8898,
2832,11.07.2015 04:00:00,14.99,
2833,11.07.2015 04:20:00,15.095,
2834,11.07.2015 04:40:00,15.1992,
2835,11.07.2015 05:00:00,15.2895,3.603
2836,11.07.2015 05:20:00,15.3717,
2837,11.07.2015 05:40:00,15.449,
2838,11.07.2015 06:00:00,15.525,
2839,11.07.2015 06:20:00,15.5942,
2840,11.07.2015 06:40:00,15.6598,
2841,11.07.2015 07:00:00,15.7264,
2842,11.07.2015 07:20:00,15.8004,
2843,11.07.2015 07:40:00,15.8714,
2844,11.07.2015 08:00:00,15.9342,
2845,11.07.2015 08:20:00,15.9879,
2846,11.07.2015 08:40:00,16.0567,
2847,11.07.2015 09:00:00,16.1076,
2848,11.07.2015 09:20:00,16.1662,
2849,11.07.2015 09:40:00,16.2248,
2850,11.07.2015 10:00:00,16.2767,
2851,11.07.2015 10:20:00,16.3242,
2852,11.07.2015 10:40:00,16.3824,
2853,11.07.2015 11:00:00,16.4391,
2854,11.07.2015 11:20:00,16.4862,
2855,11.07.2015 11:40:00,16.5288,
2856,11.07.2015 12:00:00,16.5852,
2857,11.07.2015 12:20:00,16.6392,
2858,11.07.2015 12:40:00,16.6791,
2859,11.07.2015 13:00:00,16.7297,3.613
2860,11.07.2015 13:20:00,16.771,
2861,11.07.2015 13:40:00,16.8183,
2862,11.07.2015 14:00:00,16.8573,
2863,11.07.2015 14:20:00,16.9034,
2864,11.07.2015 14:40:00,16.9496,
2865,11.07.2015 15:00:00,16.9954,
2866,11.07.2015 15:20:00,17.0429,
2867,11.07.2015 15:40:00,17.0865,
2868,11.07.2015 16:00:00,17.1296,
2869,11.07.2015 16:20:00,17.1867,
2870,11.07.2015 16:40:00,17.2228,
2871,11.07.2015 17:00:00,17.2652,
2872,11.07.2015 17:20:00,17.3089,
2873,11.07.2015 17:40:00,17.3445,
2874,11.07.2015 18:00:00,17.3748,
